30/01/2020,1
31/01/2020,0
01/02/2020,0
02/02/2020,1
02/03/2020,1
03/03/2020,0
04/03/2020,1
05/03/2020,2
06/03/2020,2
07/03/2020,0
08/03/2020,2
09/03/2020,5
10/03/2020,3
11/03/2020,7
12/03/2020,11
13/03/2020,16
14/03/2020,19
15/03/2020,28
16/03/2020,43
17/03/2020,54
18/03/2020,66
19/03/2020,70
20/03/2020,107
21/03/2020,122
22/03/2020,171
23/03/2020,188
24/03/2020,236
25/03/2020,297
26/03/2020,370
27/03/2020,415
28/03/2020,449
29/03/2020,530
30/03/2020,629
31/03/2020,739
01/04/2020,820
02/04/2020,889
03/04/2020,924
04/04/2020,1018
05/04/2020,1059
06/04/2020,1020
07/04/2020,1138
08/04/2020,1278
09/04/2020,1166
10/04/2020,1158
11/04/2020,1196
12/04/2020,1198
13/04/2020,1070
14/04/2020,1079
15/04/2020,1096
16/04/2020,1139
17/04/2020,1104
18/04/2020,1025
19/04/2020,966
20/04/2020,987
21/04/2020,911
22/04/2020,935
23/04/2020,890
24/04/2020,869
25/04/2020,768
26/04/2020,759
27/04/2020,719
28/04/2020,696
29/04/2020,695
30/04/2020,653
01/05/2020,658
02/05/2020,588
03/05/2020,554
04/05/2020,557
05/05/2020,536
06/05/2020,518
07/05/2020,531
08/05/2020,477
09/05/2020,461
10/05/2020,421
11/05/2020,354
12/05/2020,377
13/05/2020,372
14/05/2020,369
15/05/2020,357
16/05/2020,349
17/05/2020,313
18/05/2020,343
19/05/2020,312
20/05/2020,300
21/05/2020,282
22/05/2020,254
23/05/2020,255
24/05/2020,233
25/05/2020,237
26/05/2020,258
27/05/2020,229
28/05/2020,236
29/05/2020,215
30/05/2020,186
31/05/2020,173
01/06/2020,177
02/06/2020,203
03/06/2020,175
04/06/2020,164
05/06/2020,160
06/06/2020,125
07/06/2020,136
08/06/2020,141
09/06/2020,128
10/06/2020,141
11/06/2020,106
12/06/2020,119
13/06/2020,85
14/06/2020,118
15/06/2020,90
16/06/2020,103
17/06/2020,89
18/06/2020,78
19/06/2020,75
20/06/2020,75
21/06/2020,66
22/06/2020,73
23/06/2020,87
24/06/2020,93
25/06/2020,95
26/06/2020,69
27/06/2020,59
28/06/2020,61
29/06/2020,62
30/06/2020,69
01/07/2020,44
02/07/2020,56
03/07/2020,43
04/07/2020,46
05/07/2020,44
06/07/2020,47
07/07/2020,40
08/07/2020,42
09/07/2020,53
10/07/2020,42
11/07/2020,31
12/07/2020,28
13/07/2020,41
14/07/2020,38
15/07/2020,38
16/07/2020,16
17/07/2020,29
18/07/2020,28
19/07/2020,21
20/07/2020,29
21/07/2020,30
22/07/2020,32
23/07/2020,31
24/07/2020,17
25/07/2020,20
26/07/2020,28
27/07/2020,16
28/07/2020,19
29/07/2020,21
30/07/2020,14
31/07/2020,23
01/08/2020,15
02/08/2020,15
03/08/2020,19
04/08/2020,19
05/08/2020,7
06/08/2020,17
07/08/2020,19
08/08/2020,17
09/08/2020,18
10/08/2020,22
11/08/2020,20
12/08/2020,20
13/08/2020,18
14/08/2020,15
15/08/2020,20
16/08/2020,12
17/08/2020,19
18/08/2020,10
19/08/2020,9
20/08/2020,16
21/08/2020,9
22/08/2020,10
23/08/2020,16
24/08/2020,8
25/08/2020,19
26/08/2020,15
27/08/2020,11
28/08/2020,10
29/08/2020,8
30/08/2020,8
31/08/2020,15
01/09/2020,8
02/09/2020,13
03/09/2020,6
04/09/2020,13
05/09/2020,11
06/09/2020,13
07/09/2020,18
08/09/2020,14
09/09/2020,10
10/09/2020,14
11/09/2020,15
12/09/2020,19
13/09/2020,18
14/09/2020,16
15/09/2020,22
16/09/2020,25
17/09/2020,32
18/09/2020,23
19/09/2020,18
20/09/2020,29
21/09/2020,24
22/09/2020,29
23/09/2020,45
24/09/2020,24
25/09/2020,18
